id,row_type,family_id,kind,path_or_pattern,available_count,byte_size,record_or_stem,current_scope,disposition,notes
CNT-018.file.TEXTURE.365,file,CNT-018,source-file,local/arena2/TEXTURE.365,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.366,file,CNT-018,source-file,local/arena2/TEXTURE.366,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.368,file,CNT-018,source-file,local/arena2/TEXTURE.368,1,33274,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.369,file,CNT-018,source-file,local/arena2/TEXTURE.369,1,18650,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.370,file,CNT-018,source-file,local/arena2/TEXTURE.370,1,18650,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.371,file,CNT-018,source-file,local/arena2/TEXTURE.371,1,70234,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.372,file,CNT-018,source-file,local/arena2/TEXTURE.372,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.374,file,CNT-018,source-file,local/arena2/TEXTURE.374,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.375,file,CNT-018,source-file,local/arena2/TEXTURE.375,1,23453,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.376,file,CNT-018,source-file,local/arena2/TEXTURE.376,1,25685,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.377,file,CNT-018,source-file,local/arena2/TEXTURE.377,1,13908,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.378,file,CNT-018,source-file,local/arena2/TEXTURE.378,1,18506,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.379,file,CNT-018,source-file,local/arena2/TEXTURE.379,1,30049,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.380,file,CNT-018,source-file,local/arena2/TEXTURE.380,1,27519,TEXTURE,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.381,file,CNT-018,source-file,local/arena2/TEXTURE.381,1,75513,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.382,file,CNT-018,source-file,local/arena2/TEXTURE.382,1,74581,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.383,file,CNT-018,source-file,local/arena2/TEXTURE.383,1,75515,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.384,file,CNT-018,source-file,local/arena2/TEXTURE.384,1,75851,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.385,file,CNT-018,source-file,local/arena2/TEXTURE.385,1,80146,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.386,file,CNT-018,source-file,local/arena2/TEXTURE.386,1,80039,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.387,file,CNT-018,source-file,local/arena2/TEXTURE.387,1,79869,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.388,file,CNT-018,source-file,local/arena2/TEXTURE.388,1,79836,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.389,file,CNT-018,source-file,local/arena2/TEXTURE.389,1,81819,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.390,file,CNT-018,source-file,local/arena2/TEXTURE.390,1,76838,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.391,file,CNT-018,source-file,local/arena2/TEXTURE.391,1,81809,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.392,file,CNT-018,source-file,local/arena2/TEXTURE.392,1,83520,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.393,file,CNT-018,source-file,local/arena2/TEXTURE.393,1,73431,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.394,file,CNT-018,source-file,local/arena2/TEXTURE.394,1,86053,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.395,file,CNT-018,source-file,local/arena2/TEXTURE.395,1,79305,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.396,file,CNT-018,source-file,local/arena2/TEXTURE.396,1,74259,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.397,file,CNT-018,source-file,local/arena2/TEXTURE.397,1,73119,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.398,file,CNT-018,source-file,local/arena2/TEXTURE.398,1,74182,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.399,file,CNT-018,source-file,local/arena2/TEXTURE.399,1,290653,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.400,file,CNT-018,source-file,local/arena2/TEXTURE.400,1,40810,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.401,file,CNT-018,source-file,local/arena2/TEXTURE.401,1,40506,TEXTURE,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.402,file,CNT-018,source-file,local/arena2/TEXTURE.402,1,260762,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.403,file,CNT-018,source-file,local/arena2/TEXTURE.403,1,260762,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.404,file,CNT-018,source-file,local/arena2/TEXTURE.404,1,260762,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.405,file,CNT-018,source-file,local/arena2/TEXTURE.405,1,23002,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.406,file,CNT-018,source-file,local/arena2/TEXTURE.406,1,38458,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.407,file,CNT-018,source-file,local/arena2/TEXTURE.407,1,16602,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.408,file,CNT-018,source-file,local/arena2/TEXTURE.408,1,18650,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.409,file,CNT-018,source-file,local/arena2/TEXTURE.409,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.410,file,CNT-018,source-file,local/arena2/TEXTURE.410,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.411,file,CNT-018,source-file,local/arena2/TEXTURE.411,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.412,file,CNT-018,source-file,local/arena2/TEXTURE.412,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.413,file,CNT-018,source-file,local/arena2/TEXTURE.413,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.414,file,CNT-018,source-file,local/arena2/TEXTURE.414,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.415,file,CNT-018,source-file,local/arena2/TEXTURE.415,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.416,file,CNT-018,source-file,local/arena2/TEXTURE.416,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.417,file,CNT-018,source-file,local/arena2/TEXTURE.417,1,18090,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.418,file,CNT-018,source-file,local/arena2/TEXTURE.418,1,18090,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.419,file,CNT-018,source-file,local/arena2/TEXTURE.419,1,19210,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.420,file,CNT-018,source-file,local/arena2/TEXTURE.420,1,19210,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.422,file,CNT-018,source-file,local/arena2/TEXTURE.422,1,19210,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.423,file,CNT-018,source-file,local/arena2/TEXTURE.423,1,19210,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.424,file,CNT-018,source-file,local/arena2/TEXTURE.424,1,19210,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.425,file,CNT-018,source-file,local/arena2/TEXTURE.425,1,31130,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.426,file,CNT-018,source-file,local/arena2/TEXTURE.426,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.427,file,CNT-018,source-file,local/arena2/TEXTURE.427,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.428,file,CNT-018,source-file,local/arena2/TEXTURE.428,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.429,file,CNT-018,source-file,local/arena2/TEXTURE.429,1,11018,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.430,file,CNT-018,source-file,local/arena2/TEXTURE.430,1,11018,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.431,file,CNT-018,source-file,local/arena2/TEXTURE.431,1,33274,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.432,file,CNT-018,source-file,local/arena2/TEXTURE.432,1,98718,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.433,file,CNT-018,source-file,local/arena2/TEXTURE.433,1,98955,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.434,file,CNT-018,source-file,local/arena2/TEXTURE.434,1,26296,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.435,file,CNT-018,source-file,local/arena2/TEXTURE.435,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.436,file,CNT-018,source-file,local/arena2/TEXTURE.436,1,266,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.437,file,CNT-018,source-file,local/arena2/TEXTURE.437,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.438,file,CNT-018,source-file,local/arena2/TEXTURE.438,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.439,file,CNT-018,source-file,local/arena2/TEXTURE.439,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.440,file,CNT-018,source-file,local/arena2/TEXTURE.440,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.442,file,CNT-018,source-file,local/arena2/TEXTURE.442,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.443,file,CNT-018,source-file,local/arena2/TEXTURE.443,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.444,file,CNT-018,source-file,local/arena2/TEXTURE.444,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.445,file,CNT-018,source-file,local/arena2/TEXTURE.445,1,16602,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.446,file,CNT-018,source-file,local/arena2/TEXTURE.446,1,98474,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.447,file,CNT-018,source-file,local/arena2/TEXTURE.447,1,16602,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.448,file,CNT-018,source-file,local/arena2/TEXTURE.448,1,9786,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.449,file,CNT-018,source-file,local/arena2/TEXTURE.449,1,18650,TEXTURE,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.450,file,CNT-018,source-file,local/arena2/TEXTURE.450,1,74522,TEXTURE,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.451,file,CNT-018,source-file,local/arena2/TEXTURE.451,1,73912,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.452,file,CNT-018,source-file,local/arena2/TEXTURE.452,1,83958,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.453,file,CNT-018,source-file,local/arena2/TEXTURE.453,1,76407,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.454,file,CNT-018,source-file,local/arena2/TEXTURE.454,1,69573,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.455,file,CNT-018,source-file,local/arena2/TEXTURE.455,1,73080,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.456,file,CNT-018,source-file,local/arena2/TEXTURE.456,1,80939,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.457,file,CNT-018,source-file,local/arena2/TEXTURE.457,1,443732,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.458,file,CNT-018,source-file,local/arena2/TEXTURE.458,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.459,file,CNT-018,source-file,local/arena2/TEXTURE.459,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.460,file,CNT-018,source-file,local/arena2/TEXTURE.460,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.461,file,CNT-018,source-file,local/arena2/TEXTURE.461,1,32986,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.462,file,CNT-018,source-file,local/arena2/TEXTURE.462,1,32986,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.463,file,CNT-018,source-file,local/arena2/TEXTURE.463,1,33034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.464,file,CNT-018,source-file,local/arena2/TEXTURE.464,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.465,file,CNT-018,source-file,local/arena2/TEXTURE.465,1,35034,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.466,file,CNT-018,source-file,local/arena2/TEXTURE.466,1,35594,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.467,file,CNT-018,source-file,local/arena2/TEXTURE.467,1,12698,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.468,file,CNT-018,source-file,local/arena2/TEXTURE.468,1,33274,TEXTURE,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.469,file,CNT-018,source-file,local/arena2/TEXTURE.469,1,16602,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.470,file,CNT-018,source-file,local/arena2/TEXTURE.470,1,18650,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.473,file,CNT-018,source-file,local/arena2/TEXTURE.473,1,131548,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.474,file,CNT-018,source-file,local/arena2/TEXTURE.474,1,35034,TEXTURE,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.475,file,CNT-018,source-file,local/arena2/TEXTURE.475,1,409803,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.476,file,CNT-018,source-file,local/arena2/TEXTURE.476,1,423348,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.477,file,CNT-018,source-file,local/arena2/TEXTURE.477,1,365310,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.478,file,CNT-018,source-file,local/arena2/TEXTURE.478,1,381401,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.479,file,CNT-018,source-file,local/arena2/TEXTURE.479,1,324491,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.480,file,CNT-018,source-file,local/arena2/TEXTURE.480,1,344037,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.481,file,CNT-018,source-file,local/arena2/TEXTURE.481,1,342421,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.482,file,CNT-018,source-file,local/arena2/TEXTURE.482,1,355018,TEXTURE,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.483,file,CNT-018,source-file,local/arena2/TEXTURE.483,1,305446,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.484,file,CNT-018,source-file,local/arena2/TEXTURE.484,1,327366,TEXTURE,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.485,file,CNT-018,source-file,local/arena2/TEXTURE.485,1,380143,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.486,file,CNT-018,source-file,local/arena2/TEXTURE.486,1,437984,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.487,file,CNT-018,source-file,local/arena2/TEXTURE.487,1,328434,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.488,file,CNT-018,source-file,local/arena2/TEXTURE.488,1,365829,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.489,file,CNT-018,source-file,local/arena2/TEXTURE.489,1,416027,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.490,file,CNT-018,source-file,local/arena2/TEXTURE.490,1,438653,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.491,file,CNT-018,source-file,local/arena2/TEXTURE.491,1,421232,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.492,file,CNT-018,source-file,local/arena2/TEXTURE.492,1,428791,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.493,file,CNT-018,source-file,local/arena2/TEXTURE.493,1,427646,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.494,file,CNT-018,source-file,local/arena2/TEXTURE.494,1,424960,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.495,file,CNT-018,source-file,local/arena2/TEXTURE.495,1,435434,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.500,file,CNT-018,source-file,local/arena2/TEXTURE.500,1,137754,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.501,file,CNT-018,source-file,local/arena2/TEXTURE.501,1,135450,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.502,file,CNT-018,source-file,local/arena2/TEXTURE.502,1,162586,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.503,file,CNT-018,source-file,local/arena2/TEXTURE.503,1,102938,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.504,file,CNT-018,source-file,local/arena2/TEXTURE.504,1,176666,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.505,file,CNT-018,source-file,local/arena2/TEXTURE.505,1,197914,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.506,file,CNT-018,source-file,local/arena2/TEXTURE.506,1,137498,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.507,file,CNT-018,source-file,local/arena2/TEXTURE.507,1,150298,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.508,file,CNT-018,source-file,local/arena2/TEXTURE.508,1,129306,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.509,file,CNT-018,source-file,local/arena2/TEXTURE.509,1,136986,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.510,file,CNT-018,source-file,local/arena2/TEXTURE.510,1,117274,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-018.file.TEXTURE.511,file,CNT-018,source-file,local/arena2/TEXTURE.511,1,135450,TEXTURE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-027.file.TFAC00I0.RCI,file,CNT-027,source-file,local/arena2/TFAC00I0.RCI,1,2060295,TFAC00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.TITL00I0.IMG,file,CNT-027,source-file,local/arena2/TITL00I0.IMG,1,64768,TITL00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-022.file.TMAP00I0.IMG,file,CNT-022,source-file,local/arena2/TMAP00I0.IMG,1,64000,TMAP00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
